"","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"12435","PSV",2012,"Action",0,0,0.06,0,0.06,68,36,7,31
"12436","PS2",2005,"Role-Playing",0.03,0.02,0,0.01,0.06,68,34,7,14
"12437","Wii",2008,"Adventure",0.06,0,0,0,0.06,NA,NA,NA,NA
"12438","PS",2002,"Simulation",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12439","PS",1998,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12440","PS",2000,"Sports",0.03,0.02,0,0,0.06,57,5,NA,NA
"12441","Wii",2012,"Misc",0,0.06,0,0.01,0.06,NA,NA,NA,NA
"12442","PC",2014,"Action",0,0.06,0,0,0.06,NA,NA,6,21
"12443","DS",2008,"Role-Playing",0.06,0,0,0,0.06,NA,NA,NA,NA
"12444","XB",2004,"Strategy",0.05,0.01,0,0,0.06,38,5,NA,NA
"12445","DS",2011,"Misc",0.06,0,0,0,0.06,NA,NA,NA,NA
"12446","X360",2011,"Shooter",0.04,0,0.01,0,0.06,NA,NA,NA,NA
"12447","3DS",2014,"Simulation",0,0,0.06,0,0.06,65,4,NA,NA
"12448","XB",2005,"Misc",0.05,0.01,0,0,0.06,55,26,NA,NA
"12449","GBA",2005,"Misc",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12450","PS2",2001,"Misc",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12451","PS2",2001,"Simulation",0,0,0.06,0,0.06,NA,NA,NA,NA
"12452","PS2",2006,"Racing",0.03,0.02,0,0.01,0.06,27,4,NA,NA
"12453","DS",2008,"Role-Playing",0.06,0,0,0,0.06,59,9,8,5
"12454","DS",2011,"Puzzle",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12455","PSP",2006,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12456","DS",2009,"Puzzle",0.06,0,0,0,0.06,54,6,NA,NA
"12457","PC",2014,"Action",0.02,0.04,0,0,0.06,68,7,6,33
"12458","WiiU",2013,"Action",0.06,0,0,0.01,0.06,76,10,7,100
"12459","PS2",2001,"Shooter",0.03,0.02,0,0.01,0.06,79,15,6,8
"12460","X360",2009,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12461","3DS",2014,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12462","PC",2005,"Role-Playing",0.01,0.04,0,0.01,0.06,NA,NA,NA,NA
"12463","X360",2014,"Racing",0.03,0.02,0,0.01,0.06,48,10,4,14
"12464","PSV",2015,"Role-Playing",0.01,0.01,0.04,0.01,0.06,76,11,8,33
"12465","PS4",2015,"Role-Playing",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12466","PS2",2008,"Fighting",0.03,0.02,0,0.01,0.06,NA,NA,8,7
"12467","PC",2008,"Action",0.02,0.03,0,0.01,0.06,80,15,7,61
"12468","PS2",2008,"Adventure",0.03,0.02,0,0.01,0.06,47,10,5,24
"12469","PS2",2003,"Misc",0.03,0.02,0,0.01,0.06,61,11,8,6
"12470","PSP",2008,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12471","GC",2005,"Fighting",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12472","WiiU",2014,"Action",0.04,0.01,0,0.01,0.06,NA,NA,NA,NA
"12473","XB",2003,"Sports",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12474","PS",2001,"Sports",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12475","PS2",2001,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12476","PS2",2009,"Sports",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12477","X360",2011,"Racing",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12478","PS4",2015,"Shooter",0.03,0.02,0,0.01,0.06,64,40,7,51
"12479","DS",2010,"Action",0.06,0,0,0,0.06,NA,NA,NA,NA
"12480","GBA",2005,"Action",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12481","GBA",2002,"Puzzle",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12482","Wii",2010,"Racing",0.04,0.02,0,0.01,0.06,NA,NA,NA,NA
"12483","Wii",2010,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12484","PS3",2012,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12485","SAT",1995,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12486","PS2",2006,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12487","3DS",2011,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12488","XB",2005,"Action",0.05,0.01,0,0,0.06,71,41,7,20
"12489","DS",2008,"Simulation",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12490","PSP",2010,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12491","DS",2009,"Puzzle",0.06,0,0,0,0.06,65,6,NA,NA
"12492","DS",2009,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12493","PS4",2016,"Role-Playing",0.02,0.04,0,0.01,0.06,60,38,6,116
"12494","DS",2007,"Action",0.06,0,0,0,0.06,NA,NA,NA,NA
"12495","PS3",2016,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12496","Wii",2008,"Racing",0.06,0,0,0,0.06,NA,NA,NA,NA
"12497","PS2",2008,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12498","DS",2009,"Simulation",0.06,0,0,0,0.06,NA,NA,NA,NA
"12499","3DS",2014,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12500","DS",2007,"Simulation",0,0.02,0.03,0,0.06,72,15,7,14
"12501","XB",2005,"Adventure",0.05,0.01,0,0,0.06,77,51,8,37
"12502","XB",2003,"Action",0.05,0.01,0,0,0.06,55,24,NA,NA
"12503","PC",2010,"Racing",0.01,0.04,0,0.01,0.06,81,24,7,177
"12504","PS3",2014,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12505","PC",2011,"Adventure",0,0.05,0,0.01,0.06,75,30,7,35
"12506","PS2",2002,"Action",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12507","DS",2006,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12508","DS",2008,"Simulation",0,0,0.06,0,0.06,NA,NA,NA,NA
"12509","DC",1998,"Racing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12510","GBA",2002,"Sports",0.04,0.02,0,0,0.06,55,7,NA,NA
"12511","X360",2011,"Racing",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12512","DS",2008,"Puzzle",0.06,0,0,0,0.06,66,4,NA,NA
"12513","Wii",2007,"Role-Playing",0.05,0,0,0,0.06,48,24,7,23
"12514","GC",2003,"Platform",0.05,0.01,0,0,0.06,71,22,7,6
"12515","Wii",2009,"Action",0.06,0,0,0,0.06,NA,NA,NA,NA
"12516","PSP",2010,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12517","DS",2005,"Role-Playing",0.06,0,0,0,0.06,NA,NA,NA,NA
"12518","XOne",2016,"Action",0.02,0.03,0,0,0.06,NA,NA,NA,NA
"12519","GC",2003,"Action",0.05,0.01,0,0,0.06,63,17,NA,NA
"12520","Wii",2008,"Adventure",0.04,0.01,0,0,0.06,65,12,7,8
"12521","PC",2011,"Role-Playing",0.06,0,0,0,0.06,NA,NA,7,5
"12522","PC",2007,"Shooter",0,0.05,0,0.01,0.06,83,41,8,523
"12523","GC",2002,"Sports",0.05,0.01,0,0,0.06,36,7,4,6
"12524","PSV",2016,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12525","DS",2008,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12527","PS2",2011,"Action",0,0,0.06,0,0.06,NA,NA,8,11
"12528","Wii",2009,"Adventure",0.05,0.01,0,0,0.06,65,4,NA,NA
"12529","XB",2004,"Shooter",0.05,0.01,0,0,0.06,66,38,8,5
"12530","DS",2007,"Puzzle",0.06,0,0,0,0.06,61,29,7,5
"12531","PC",2005,"Shooter",0,0.05,0,0.01,0.06,86,64,8,626
"12532","DS",2009,"Shooter",0.05,0,0,0,0.06,78,39,8,26
"12533","PSP",2012,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12534","Wii",2010,"Racing",0.06,0,0,0,0.06,NA,NA,NA,NA
"12535","PSV",2015,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12536","PS4",2016,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12537","XB",2005,"Shooter",0.05,0.01,0,0,0.06,72,34,6,11
"12538","N64",1999,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12539","XOne",2016,"Action",0.05,0,0,0.01,0.06,66,12,6,20
"12540","3DS",2012,"Fighting",0.06,0,0,0,0.06,NA,NA,NA,NA
"12541","X360",2014,"Fighting",0.05,0.01,0,0.01,0.06,NA,NA,5,10
"12542","PSV",2014,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12543","X360",2011,"Racing",0,0.05,0,0.01,0.06,72,31,NA,NA
"12544","X360",2007,"Sports",0.06,0,0,0,0.06,51,5,NA,NA
"12545","PC",2011,"Action",0.04,0.02,0,0.01,0.06,66,10,5,54
"12546","PS2",2003,"Misc",0.03,0.02,0,0.01,0.06,64,28,8,12
"12547","PS3",2011,"Action",0,0,0.06,0,0.06,NA,NA,7,27
"12548","DS",2011,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12549","DS",2007,"Misc",0.05,0,0,0,0.06,NA,NA,NA,NA
"12550","PS",1996,"Sports",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12551","DS",2010,"Simulation",0.06,0,0,0,0.06,NA,NA,NA,NA
"12552","DS",2010,"Simulation",0.06,0,0,0,0.06,NA,NA,NA,NA
"12553","PS2",2008,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12554","PC",2007,"Role-Playing",0,0.05,0,0.01,0.06,81,50,8,1116
"12555","N64",1998,"Sports",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12556","N64",1998,"Puzzle",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12557","N64",1998,"Shooter",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12558","N64",1999,"Racing",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12559","N64",1999,"Sports",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12560","N64",1998,"Sports",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12561","N64",2000,"Sports",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12562","N64",2000,"Racing",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12563","N64",1998,"Racing",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12564","N64",1998,"Racing",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12565","Wii",2009,"Adventure",0,0.03,0.03,0,0.06,66,27,NA,NA
"12566","N64",1998,"Misc",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12567","SAT",1997,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12568","GC",2002,"Puzzle",0.05,0.01,0,0,0.06,65,12,NA,NA
"12569","PSV",2015,"Role-Playing",0,0,0.06,0,0.06,NA,NA,8,14
"12571","PSP",2007,"Shooter",0.05,0,0,0.01,0.06,56,20,6,28
"12572","DS",2007,"Adventure",0.06,0,0,0,0.06,NA,NA,7,6
"12573","3DS",2012,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12574","PC",2009,"Shooter",0,0.05,0,0.01,0.06,80,44,8,602
"12575","XB",2004,"Racing",0.04,0.01,0,0,0.06,36,5,NA,NA
"12576","GBA",2005,"Racing",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12577","3DS",2015,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12578","DS",2007,"Platform",0.05,0.01,0,0,0.06,70,5,NA,NA
"12579","DS",2008,"Puzzle",0.06,0,0,0,0.06,NA,NA,NA,NA
"12580","DS",2009,"Misc",0.06,0,0,0,0.06,NA,NA,NA,NA
"12581","PC",2010,"Adventure",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12582","DS",2009,"Sports",0.06,0,0,0,0.06,NA,NA,NA,NA
"12583","Wii",2011,"Puzzle",0.06,0,0,0,0.06,NA,NA,NA,NA
"12584","PC",2010,"Action",0.04,0.01,0,0.01,0.06,54,7,6,9
"12585","DS",2008,"Sports",0.06,0,0,0,0.06,70,7,NA,NA
"12587","PSP",2010,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12588","PS",1999,"Racing",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12589","PSP",2006,"Sports",0.06,0,0,0,0.06,NA,NA,4,4
"12590","DS",2008,"Sports",0.06,0,0,0,0.06,61,5,NA,NA
"12591","SAT",1994,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12592","3DS",2013,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12593","PS3",2015,"Sports",0.05,0,0,0.01,0.06,NA,NA,3,12
"12594","DS",2007,"Fighting",0.06,0,0,0,0.06,33,4,NA,NA
"12595","PS2",2006,"Shooter",0.03,0.02,0,0.01,0.06,58,26,8,11
"12596","PS2",2004,"Shooter",0.03,0.02,0,0.01,0.06,57,16,8,11
"12597","Wii",2008,"Puzzle",0.05,0,0,0,0.06,NA,NA,NA,NA
"12598","GBA",2004,"Sports",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12599","GBA",2002,"Fighting",0.04,0.02,0,0,0.06,67,14,5,10
"12600","PSP",2008,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12601","DS",2009,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12602","PSP",2007,"Role-Playing",0.05,0,0,0,0.06,52,6,7,12
"12603","DS",2008,"Simulation",0.06,0,0,0,0.06,NA,NA,NA,NA
"12604","GBA",2005,"Racing",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12605","3DS",2016,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12606","WiiU",2015,"Action",0.04,0.02,0,0.01,0.06,43,54,6,283
"12607","PS2",2006,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12608","PSP",2005,"Sports",0.05,0,0,0,0.06,NA,NA,NA,NA
"12609","DS",2006,"Strategy",0.05,0.01,0,0,0.06,63,15,7,10
"12610","GBA",2003,"Platform",0.04,0.02,0,0,0.06,44,15,2,4
"12611","PS2",2000,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12612","PSP",2006,"Action",0.05,0,0,0,0.06,59,4,NA,NA
"12613","XB",2004,"Misc",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12614","SCD",1994,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12615","PS2",2007,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12616","PSP",2010,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12617","PS",2002,"Sports",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12618","PS2",2009,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12619","PSV",2014,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12620","PS",1995,"Puzzle",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12621","GBA",2005,"Action",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12622","GBA",2002,"Adventure",0.04,0.02,0,0,0.06,80,17,7,10
"12623","GC",2003,"Action",0.05,0.01,0,0,0.06,62,16,8,32
"12624","3DS",2016,"Adventure",0.05,0,0,0.01,0.06,NA,NA,NA,NA
"12625","SAT",1995,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12626","GC",2002,"Sports",0.05,0.01,0,0,0.06,80,15,NA,NA
"12627","PSP",2012,"Simulation",0,0,0.06,0,0.06,NA,NA,NA,NA
"12628","PC",2003,"Strategy",0.03,0.02,0,0.01,0.06,NA,NA,8,8
"12629","PS2",2005,"Action",0.03,0.02,0,0.01,0.06,60,36,7,14
"12630","XB",2005,"Sports",0.04,0.01,0,0,0.06,44,14,NA,NA
"12631","3DS",2014,"Role-Playing",0,0,0.06,0,0.06,68,16,7,36
"12632","3DS",2013,"Shooter",0,0.06,0,0,0.06,NA,NA,NA,NA
"12633","3DS",2013,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12634","3DS",2014,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12635","XB",2003,"Strategy",0.04,0.01,0,0,0.06,69,20,8,10
"12636","DS",2009,"Action",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12637","XOne",2016,"Racing",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12638","PSP",2005,"Role-Playing",0.05,0,0,0,0.06,66,41,7,17
"12639","PS2",2001,"Shooter",0.03,0.02,0,0.01,0.06,50,9,6,9
"12640","DS",2008,"Adventure",0.05,0,0,0,0.06,61,6,8,8
"12641","PC",2008,"Role-Playing",0,0.05,0,0.01,0.06,71,41,6,203
"12642","Wii",2010,"Misc",0.06,0,0,0,0.06,NA,NA,NA,NA
"12643","X360",2014,"Action",0,0.05,0,0,0.06,58,5,7,4
"12644","DS",2005,"Action",0.05,0,0,0,0.06,58,10,7,5
"12645","PS2",2006,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12646","PS2",2004,"Sports",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12647","X360",2008,"Action",0.05,0,0,0,0.06,29,16,3,30
"12648","DS",2006,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12649","PS4",2015,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12650","PC",2010,"Sports",0,0.05,0,0.01,0.06,79,9,NA,NA
"12651","GBA",2004,"Sports",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12652","PC",1992,"Strategy",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12653","XB",2004,"Action",0.04,0.01,0,0,0.06,69,36,4,4
"12654","PSP",2012,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12655","X360",2010,"Shooter",0.05,0,0,0,0.06,NA,NA,NA,NA
"12656","DS",2008,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12657","DS",2005,"Puzzle",0.05,0,0,0,0.06,65,24,NA,NA
"12658","DS",2006,"Sports",0.05,0.01,0,0,0.06,NA,NA,NA,NA
"12659","DS",2008,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12660","PS2",2006,"Racing",0.03,0.02,0,0.01,0.06,59,22,6,24
"12661","DS",2010,"Misc",0.05,0,0,0,0.06,NA,NA,NA,NA
"12662","DS",2010,"Strategy",0.05,0,0,0,0.06,NA,NA,NA,NA
"12663","PS",1999,"Action",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12664","DS",2011,"Simulation",0.05,0,0,0,0.06,NA,NA,NA,NA
"12665","3DO",1995,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12666","PSP",2012,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12667","PS",1996,"Fighting",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12668","NES",1989,"Puzzle",0.06,0,0,0,0.06,NA,NA,NA,NA
"12669","DS",2010,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12670","PS3",2008,"Action",0.05,0,0,0,0.06,30,15,3,36
"12671","X360",2007,"Shooter",0.05,0,0,0,0.06,35,11,6,21
"12672","PS3",2016,"Fighting",0.02,0.02,0.02,0.01,0.06,NA,NA,NA,NA
"12673","GBA",2004,"Racing",0.04,0.02,0,0,0.06,83,17,8,9
"12674","PS2",2010,"Shooter",0.03,0.02,0,0.01,0.06,NA,NA,7,9
"12675","XB",2005,"Simulation",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12676","PS3",2011,"Racing",0.05,0,0,0.01,0.06,53,5,NA,NA
"12677","PS2",2008,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12678","XOne",2015,"Action",0.05,0,0,0.01,0.06,60,14,8,50
"12679","SAT",1996,"Simulation",0,0,0.06,0,0.06,NA,NA,NA,NA
"12680","X360",2012,"Shooter",0.03,0.02,0,0.01,0.06,53,51,6,72
"12681","PSP",2012,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12682","SNES",1993,"Platform",0,0,0.06,0,0.06,NA,NA,NA,NA
"12683","PC",2009,"Racing",0,0.05,0,0.01,0.06,83,22,5,387
"12684","PSP",2006,"Action",0.05,0,0,0.01,0.06,78,36,7,8
"12685","PSV",2015,"Role-Playing",0.01,0,0.05,0,0.06,71,8,8,12
"12686","PC",2004,"Strategy",0,0.05,0,0.01,0.06,72,34,8,43
"12687","PS",1997,"Action",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12688","DS",2007,"Puzzle",0.05,0,0,0,0.06,NA,NA,NA,NA
"12689","DS",2010,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12690","X360",2009,"Action",0.05,0.01,0,0,0.06,42,17,5,4
"12691","XB",2002,"Adventure",0.04,0.01,0,0,0.06,55,11,NA,NA
"12692","PSP",2007,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12693","PS2",2006,"Misc",0.03,0.02,0,0.01,0.06,71,24,NA,NA
"12694","DS",2007,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12695","Wii",2010,"Adventure",0.05,0,0,0,0.06,60,8,NA,NA
"12696","Wii",2009,"Action",0.05,0,0,0,0.06,48,13,NA,NA
"12697","DS",2009,"Puzzle",0.06,0,0,0,0.06,NA,NA,NA,NA
"12698","DS",2008,"Misc",0.05,0,0,0,0.06,NA,NA,NA,NA
"12699","DS",2008,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12700","PSP",2011,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12701","XB",2002,"Action",0.04,0.01,0,0,0.06,77,17,8,16
"12702","PS2",2006,"Shooter",0.03,0.02,0,0.01,0.06,73,35,7,24
"12703","PS2",2006,"Shooter",0.03,0.02,0,0.01,0.06,44,8,4,41
"12704","DS",2009,"Misc",0,0.05,0,0,0.06,NA,NA,NA,NA
"12705","GB",1991,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12706","Wii",2010,"Puzzle",0.04,0.02,0,0,0.06,74,30,7,12
"12707","GC",2003,"Action",0.04,0.01,0,0,0.06,59,15,8,31
"12708","DS",2006,"Puzzle",0.05,0,0,0,0.06,61,28,NA,NA
"12709","PS",1998,"Fighting",0,0,0.05,0,0.06,NA,NA,NA,NA
"12710","PSP",2009,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12711","XB",2004,"Action",0.04,0.01,0,0,0.06,45,33,4,5
"12712","DS",2008,"Simulation",0.05,0,0,0,0.06,NA,NA,NA,NA
"12713","DS",2008,"Sports",0.04,0.02,0,0,0.06,NA,NA,NA,NA
"12714","PSV",2014,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12715","X360",2012,"Action",0.03,0.02,0,0,0.06,54,8,3,16
"12716","PS4",2016,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12717","X360",2008,"Action",0.04,0,0.01,0,0.06,44,28,8,15
"12718","PS2",2007,"Role-Playing",0.03,0.02,0,0.01,0.06,69,20,7,41
"12719","SAT",1998,"Platform",0,0,0.06,0,0.06,NA,NA,NA,NA
"12721","PC",2016,"Fighting",0,0.05,0,0,0.06,74,33,2,431
"12722","WiiU",2014,"Action",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12723","DS",2010,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12724","PS3",2015,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12725","PS",1999,"Sports",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12726","GBA",2001,"Role-Playing",0.04,0.02,0,0,0.06,71,12,9,9
"12727","PS",2000,"Action",0.03,0.02,0,0,0.06,27,4,NA,NA
"12728","SNES",1992,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12729","PS2",2002,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12730","PS4",2015,"Sports",0,0.05,0,0.01,0.06,42,8,4,9
"12731","PSP",2006,"Action",0.05,0,0,0.01,0.06,73,41,7,9
"12732","GBA",2003,"Action",0.04,0.02,0,0,0.06,50,15,NA,NA
"12733","PSP",2006,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12734","PS2",2000,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12735","DS",2007,"Sports",0.05,0,0,0,0.06,81,10,7,8
"12737","XB",2005,"Action",0.04,0.01,0,0,0.06,60,31,7,17
"12738","GC",2006,"Action",0.04,0.01,0,0,0.06,64,8,7,7
"12739","PSP",2011,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12740","DS",2009,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12741","DS",2010,"Adventure",0.05,0,0,0,0.06,NA,NA,NA,NA
"12742","X360",2011,"Adventure",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12743","Wii",2008,"Fighting",0.05,0,0,0,0.06,74,6,8,5
"12744","PC",2007,"Shooter",0.01,0.04,0,0.01,0.06,82,44,8,1088
"12745","DS",2005,"Shooter",0.05,0,0,0,0.06,71,43,7,19
"12746","DS",2007,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12747","DS",2011,"Misc",0.05,0,0,0,0.06,NA,NA,NA,NA
"12748","PSP",2009,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12749","PS2",2007,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12750","PS2",2004,"Action",0.03,0.02,0,0.01,0.06,59,21,8,10
"12751","PS",2001,"Shooter",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12752","PS2",2006,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12753","X360",2014,"Simulation",0.03,0.02,0,0,0.06,71,4,7,9
"12754","DS",2006,"Action",0.03,0.02,0,0,0.06,NA,NA,6,6
"12755","PS",1995,"Fighting",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12756","GC",2005,"Sports",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12757","PS2",2001,"Role-Playing",0.02,0.01,0.02,0,0.06,67,13,NA,NA
"12758","PS4",2015,"Sports",0,0.05,0,0.01,0.06,25,6,1,39
"12759","DS",2008,"Sports",0.05,0,0,0,0.06,70,7,NA,NA
"12760","GC",2003,"Role-Playing",0.04,0.01,0,0,0.06,68,25,9,14
"12761","GC",2002,"Sports",0.04,0.01,0,0,0.06,88,16,7,5
"12762","GC",2005,"Action",0.04,0.01,0,0,0.06,62,27,6,8
"12763","PS4",2016,"Action",0,0.04,0.01,0.01,0.06,NA,NA,NA,NA
"12764","PSP",2006,"Role-Playing",0.05,0,0,0,0.06,60,33,6,16
"12765","PS3",2010,"Adventure",0.03,0,0.03,0.01,0.06,NA,NA,6,10
"12766","DS",2011,"Action",0.05,0.01,0,0,0.06,33,6,5,7
"12767","DS",2007,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12768","PS3",2015,"Sports",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12769","PC",2005,"Simulation",0.01,0.04,0,0.01,0.06,81,31,7,49
"12770","Wii",2010,"Shooter",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12771","PSP",2005,"Role-Playing",0.05,0,0,0,0.06,60,29,7,18
